ClaseNombre,ChoqueNombre,ObjetoFijoCodigo,ObjetoFijoNombre,OtraClase,NombreOtraClase,Latitud,Longitud,Direccion,",Bogota , colombia",dir,TipoVia1,NumeroVia1,LetraVia1,CardinalVia1,TipoVia2,NumeroVia2,LetraVia2,CardinalVia2,Localidad,HoraOcurrencia,TipoDiseño,TipoTiempo,TotalMuertos,TotalHeridos,CausaConductorIDesc,CausaConductorIIDesc
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 75 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 75 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,75, , ,ENGATIVA,12/31/1899 02:50:00 AM,Interseccion,Normal,0,1,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Objeto Fijo,1,Muro, , ,0,0,AK 30-CL 22 02,",Bogota,Colombia","AK 30-CL 22 02,Bogota,Colombia",AK,30, , ,CL,22, , ,PUENTE ARANDA,12/31/1899 05:45:00 AM,Tramo de Via,Normal,1,0,OTRA, 
Choque,Vehiculo, , , , ,0,0,KR 15-CL 118 02,",Bogota,Colombia","KR 15-CL 118 02,Bogota,Colombia",KR,15, , ,CL,118, , ,USAQUEN,12/31/1899 09:15:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 26-KR 24 02,",Bogota,Colombia","CL 26-KR 24 02,Bogota,Colombia",CL,26, , ,KR,24, , ,LOS MARTIRES,12/31/1899 12:40:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 15-CL 119A 02,",Bogota,Colombia","KR 15-CL 119A 02,Bogota,Colombia",KR,15, , ,CL,119,A, ,USAQUEN,12/31/1899 10:00:00 AM,Lote o predio,Normal,0,0, ,REVERSO IMPRUDENTE
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-CL 71C 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-CL 71C 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,CL,71,C, ,KENNEDY,12/31/1899 07:15:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,CL 9-KR 11 02,",Bogota,Colombia","CL 9-KR 11 02,Bogota,Colombia",CL,9, , ,KR,11, , ,SANTA FE,12/31/1899 12:55:00 PM,Paso inferior,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,KR 78C-CL 69 S 02,",Bogota,Colombia","KR 78C-CL 69 S 02,Bogota,Colombia",KR,78,C, ,CL,69, ,S,BOSA,12/31/1899 10:30:00 AM,Tramo de Via,Normal,0,0,ARRANCAR SIN PRECAUCION,VEHICULO MAL ESTACIONADO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DEL SUR-KR 62 02,",Bogota,Colombia","AV AVENIDA DEL SUR-KR 62 02,Bogota,Colombia",AV,AVENIDA DEL SUR, , ,KR,62, , ,CIUDAD BOLIVAR,12/31/1899 02:50:00 PM,Tramo de Via,Normal,0,0, ,PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES
Choque,Vehiculo, , , , ,0,0,KR 56-CL 155 02,",Bogota,Colombia","KR 56-CL 155 02,Bogota,Colombia",KR,56, , ,CL,155, , ,SUBA,12/31/1899 09:48:00 AM,Tramo de Via,Normal,0,0, ,TRANSITAR EN CONTRAVIA
Choque,Vehiculo, , , , ,0,0,KR 9-CL 161 02,",Bogota,Colombia","KR 9-CL 161 02,Bogota,Colombia",KR,9, , ,CL,161, , ,USAQUEN,12/31/1899 04:10:00 AM,Tramo de Via,Normal,0,0,OTRA,OTRA
Atropello, , , , , ,0,0,KR 14L-CL 69D 02,",Bogota,Colombia","KR 14L-CL 69D 02,Bogota,Colombia",KR,14,L, ,CL,69,D, ,USME,12/31/1899 06:40:00 AM,Tramo de Via,Normal,1,1,EXCESO DE VELOCIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 4 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 4 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,4, , ,KENNEDY,12/31/1899 11:00:00 AM,Tramo de Via,Normal,1,0,TRANSITAR ENTRE VEHICULOS, 
Choque,Vehiculo, , , , ,0,0,KR 89-CL 58A S 02,",Bogota,Colombia","KR 89-CL 58A S 02,Bogota,Colombia",KR,89, , ,CL,58,A,S,BOSA,12/31/1899 07:10:00 AM,Interseccion,Normal,0,1,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 88-CL 5B 02,",Bogota,Colombia","KR 88-CL 5B 02,Bogota,Colombia",KR,88, , ,CL,5,B, ,KENNEDY,12/31/1899 07:05:00 AM,Interseccion,Normal,0,1,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 26-KR 10 02,",Bogota,Colombia","CL 26-KR 10 02,Bogota,Colombia",CL,26, , ,KR,10, , ,SANTA FE,12/31/1899 02:15:00 PM,Paso a nivel,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AK 69H-CL 79A 02,",Bogota,Colombia","AK 69H-CL 79A 02,Bogota,Colombia",AK,69,H, ,CL,79,A, ,ENGATIVA,12/31/1899 03:50:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 74BBIS-KR 14M S 02,",Bogota,Colombia","CL 74BBIS-KR 14M S 02,Bogota,Colombia",CL,74,B,S,KR,14,M, ,USME,12/31/1899 09:30:00 PM,Tramo de Via,Normal,0,0, ,OTRA
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 44D S 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 44D S 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,44,D,S,KENNEDY,12/31/1899 06:10:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 3-KR 38A 02,",Bogota,Colombia","CL 3-KR 38A 02,Bogota,Colombia",CL,3, , ,KR,38,A, ,PUENTE ARANDA,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 68B 44,",Bogota,Colombia","AV AVENIDA BOYACA-CL 68B 44,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,68,B, ,ENGATIVA,12/31/1899 07:50:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 103A-CL 64A 02,",Bogota,Colombia","KR 103A-CL 64A 02,Bogota,Colombia",KR,103,A, ,CL,64,A, ,ENGATIVA,12/31/1899 05:00:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 45A-CL 128C 02,",Bogota,Colombia","KR 45A-CL 128C 02,Bogota,Colombia",KR,45,A, ,CL,128,C, ,SUBA,12/31/1899 07:30:00 PM,Interseccion,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-CL 86 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-CL 86 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,CL,86, , ,KENNEDY,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 183-KR 50 02,",Bogota,Colombia","CL 183-KR 50 02,Bogota,Colombia",CL,183, , ,KR,50, , ,SUBA,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,KR 86-CL 27 02,",Bogota,Colombia","KR 86-CL 27 02,Bogota,Colombia",KR,86, , ,CL,27, , ,FONTIBON,12/31/1899 01:06:00 PM,Interseccion,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 7-CL 145 02,",Bogota,Colombia","KR 7-CL 145 02,Bogota,Colombia",KR,7, , ,CL,145, , ,USAQUEN,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,KR 12D-DG 32 02,",Bogota,Colombia","KR 12D-DG 32 02,Bogota,Colombia",KR,12,D, ,DG,32, , ,RAFAEL URIBE URIBE,12/31/1899 03:30:00 PM,Tramo de Via,Normal,0,0,ESTACIONAR SIN SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 45-CL 59 02,",Bogota,Colombia","KR 45-CL 59 02,Bogota,Colombia",KR,45, , ,CL,59, , ,TEUSAQUILLO,12/31/1899 04:20:00 PM,Interseccion,Normal,0,0,NO UTILIZAR - GIRAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,CL 134A-KR 20 02,",Bogota,Colombia","CL 134A-KR 20 02,Bogota,Colombia",CL,134,A, ,KR,20, , ,USAQUEN,12/31/1899 11:10:00 AM,Interseccion,Normal,0,2, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 97-KR 58 16,",Bogota,Colombia","CL 97-KR 58 16,Bogota,Colombia",CL,97, , ,KR,58, , ,BARRIOS UNIDOS,12/31/1899 02:10:00 PM,Tramo de Via,Normal,0,0, ,ARRANCAR SIN PRECAUCION
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-AV AVENIDA CIUDAD DE VILLAVICENCIO 02,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-AV AVENIDA CIUDAD DE VILLAVICENCIO 02,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,AV,, , ,KENNEDY,12/31/1899 07:50:00 AM,Interseccion,Lluvia,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 51 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 51 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,51, , ,ENGATIVA,12/31/1899 08:15:00 AM,Tramo de Via,Normal,0,1, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 72-KR 70 02,",Bogota,Colombia","CL 72-KR 70 02,Bogota,Colombia",CL,72, , ,KR,70, , ,ENGATIVA,12/31/1899 08:00:00 AM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG, 
Caida de ocupante, , , , , ,0,0,TR 76-DG 82G 02,",Bogota,Colombia","TR 76-DG 82G 02,Bogota,Colombia",TR,76, , ,DG,82,G, ,ENGATIVA,12/31/1899 01:15:00 PM,Interseccion,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,KR 50-CL 22 02,",Bogota,Colombia","KR 50-CL 22 02,Bogota,Colombia",KR,50, , ,CL,22, , ,TEUSAQUILLO,12/31/1899 05:10:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AC 13-KR 65B 15,",Bogota,Colombia","AC 13-KR 65B 15,Bogota,Colombia",AC,13, , ,KR,65,B, ,PUENTE ARANDA,12/31/1899 02:10:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,CL 183-KR 20 02,",Bogota,Colombia","CL 183-KR 20 02,Bogota,Colombia",CL,183, , ,KR,20, , ,USAQUEN,12/31/1899 08:00:00 AM,Tramo de Via,Normal,0,0,OTRA,OTRA
Caida de ocupante, , , , , ,0,0,CL 127-KR 60 02,",Bogota,Colombia","CL 127-KR 60 02,Bogota,Colombia",CL,127, , ,KR,60, , ,SUBA,12/31/1899 05:50:00 PM,Tramo de Via,Normal,0,1,ARRANCAR SIN PRECAUCION, 
Choque,Vehiculo, , , , ,0,0,CL 106-KR 7 02,",Bogota,Colombia","CL 106-KR 7 02,Bogota,Colombia",CL,106, , ,KR,7, , ,USAQUEN,12/31/1899 10:00:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 104-KR 45 02,",Bogota,Colombia","CL 104-KR 45 02,Bogota,Colombia",CL,104, , ,KR,45, , ,USAQUEN,12/31/1899 04:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,CL 151-KR 109 54,",Bogota,Colombia","CL 151-KR 109 54,Bogota,Colombia",CL,151, , ,KR,109, , ,SUBA,12/31/1899 05:30:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,TR 17-CL 35 02,",Bogota,Colombia","TR 17-CL 35 02,Bogota,Colombia",TR,17, , ,CL,35, , ,TEUSAQUILLO,12/31/1899 03:01:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 127-KR 59 02,",Bogota,Colombia","CL 127-KR 59 02,Bogota,Colombia",CL,127, , ,KR,59, , ,SUBA,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 97-CL 23B 61,",Bogota,Colombia","KR 97-CL 23B 61,Bogota,Colombia",KR,97, , ,CL,23,B, ,FONTIBON,12/31/1899 07:10:00 PM,Lote o predio,Normal,0,0, ,PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES
Choque,Vehiculo, , , , ,0,0,CL 50-KR 25 02,",Bogota,Colombia","CL 50-KR 25 02,Bogota,Colombia",CL,50, , ,KR,25, , ,TEUSAQUILLO,12/31/1899 07:40:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AK 30-CL 95 02,",Bogota,Colombia","AK 30-CL 95 02,Bogota,Colombia",AK,30, , ,CL,95, , ,CHAPINERO,12/31/1899 08:15:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AK 30-CL 19 02,",Bogota,Colombia","AK 30-CL 19 02,Bogota,Colombia",AK,30, , ,CL,19, , ,PUENTE ARANDA,12/31/1899 06:20:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 22-KR 100 02,",Bogota,Colombia","CL 22-KR 100 02,Bogota,Colombia",CL,22, , ,KR,100, , ,FONTIBON,12/31/1899 06:00:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,AC 6-KR 17 02,",Bogota,Colombia","AC 6-KR 17 02,Bogota,Colombia",AC,6, , ,KR,17, , ,LOS MARTIRES,12/31/1899 02:15:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 7-CL 86 68,",Bogota,Colombia","KR 7-CL 86 68,Bogota,Colombia",KR,7, , ,CL,86, , ,CHAPINERO,12/31/1899 04:10:00 PM,Tramo de Via,Normal,0,1,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,KR 40-CL 10A 40,",Bogota,Colombia","KR 40-CL 10A 40,Bogota,Colombia",KR,40, , ,CL,10,A, ,PUENTE ARANDA,12/31/1899 10:20:00 PM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 94 02,",Bogota,Colombia","KR 30-CL 94 02,Bogota,Colombia",KR,30, , ,CL,94, , ,CHAPINERO,12/31/1899 02:40:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Objeto Fijo,6,Inmueble, , ,0,0,CL 78BISA-KR 18I S 02,",Bogota,Colombia","CL 78BISA-KR 18I S 02,Bogota,Colombia",CL,78, ,S,KR,18,I, ,CIUDAD BOLIVAR,12/31/1899 08:05:00 AM,Tramo de Via,Lluvia,0,0, , 
Choque,Vehiculo, , , , ,0,0,KR 10-CL 66 02,",Bogota,Colombia","KR 10-CL 66 02,Bogota,Colombia",KR,10, , ,CL,66, , ,CHAPINERO,12/31/1899 10:20:00 PM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Atropello, , , , , ,0,0,CL 40-KR 72F S 92,",Bogota,Colombia","CL 40-KR 72F S 92,Bogota,Colombia",CL,40, ,S,KR,72,F, ,KENNEDY,12/31/1899 05:40:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,CL 72-KR 80 02,",Bogota,Colombia","CL 72-KR 80 02,Bogota,Colombia",CL,72, , ,KR,80, , ,ENGATIVA,12/31/1899 08:40:00 PM,Interseccion,Normal,0,2,SEMÁFORO EN ROJO,SEMÁFORO EN ROJO
Atropello, , , , , ,0,0,CL 66-KR 27 02,",Bogota,Colombia","CL 66-KR 27 02,Bogota,Colombia",CL,66, , ,KR,27, , ,BARRIOS UNIDOS,12/31/1899 09:45:00 AM,Tramo de Via,Normal,0,1, , 
Atropello, , , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 24C 02,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-KR 24C 02,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,KR,24,C, ,RAFAEL URIBE URIBE,12/31/1899 12:20:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,KR 45-CL 128 02,",Bogota,Colombia","KR 45-CL 128 02,Bogota,Colombia",KR,45, , ,CL,128, , ,USAQUEN,12/31/1899 01:40:00 AM,Tramo de Via,Normal,0,3, ,OTRA
Choque,Vehiculo, , , , ,0,0,KR 88C-CL 56 S 02,",Bogota,Colombia","KR 88C-CL 56 S 02,Bogota,Colombia",KR,88,C, ,CL,56, ,S,BOSA,12/31/1899 05:45:00 PM,Interseccion,Normal,0,0, ,"REALIZAR GIRO EN ""U"""
Choque,Vehiculo, , , , ,0,0,KR 80I-CL 58J S 02,",Bogota,Colombia","KR 80I-CL 58J S 02,Bogota,Colombia",KR,80,I, ,CL,58,J,S,BOSA,12/31/1899 07:00:00 PM,Tramo de Via,Normal,0,0, ,REVERSO IMPRUDENTE
Choque,Vehiculo, , , , ,0,0,DG 47A-KR 53A S 02,",Bogota,Colombia","DG 47A-KR 53A S 02,Bogota,Colombia",DG,47,A,S,KR,53,A, ,TUNJUELITO,12/31/1899 09:00:00 AM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Atropello, , , , , ,0,0,AC 80-KR 81 31,",Bogota,Colombia","AC 80-KR 81 31,Bogota,Colombia",AC,80, , ,KR,81, , ,ENGATIVA,12/31/1899 08:15:00 AM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,CL 46A-KR 78P S 02,",Bogota,Colombia","CL 46A-KR 78P S 02,Bogota,Colombia",CL,46,A,S,KR,78,P, ,KENNEDY,12/31/1899 06:20:00 AM,Interseccion,Normal,0,2,OTRA,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 68B 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-KR 68B 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,KR,68,B, ,KENNEDY,12/31/1899 02:20:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AC 19-KR 39 02,",Bogota,Colombia","AC 19-KR 39 02,Bogota,Colombia",AC,19, , ,KR,39, , ,TEUSAQUILLO,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 68-CL 51 02,",Bogota,Colombia","KR 68-CL 51 02,Bogota,Colombia",KR,68, , ,CL,51, , ,TEUSAQUILLO,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,2, ,CIRCULAR POR CALZADAS DESTINADAS A BUSES Y BUSETAS
Choque,Vehiculo, , , , ,0,0,CL 53-KR 86 S 02,",Bogota,Colombia","CL 53-KR 86 S 02,Bogota,Colombia",CL,53, ,S,KR,86, , ,BOSA,12/31/1899 03:10:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 64-KR 127 20,",Bogota,Colombia","CL 64-KR 127 20,Bogota,Colombia",CL,64, , ,KR,127, , ,ENGATIVA,12/31/1899 07:20:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 12-KR 36 02,",Bogota,Colombia","CL 12-KR 36 02,Bogota,Colombia",CL,12, , ,KR,36, , ,PUENTE ARANDA,12/31/1899 02:10:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 3-CL 49C S 93,",Bogota,Colombia","KR 3-CL 49C S 93,Bogota,Colombia",KR,3, , ,CL,49,C,S,RAFAEL URIBE URIBE,12/31/1899 05:45:00 PM,Paso elevado,Normal,0,1, ,ADELANTAR CERRANDO
Caida de ocupante, , , , , ,0,0,KR 78B-CL 35A S 38,",Bogota,Colombia","KR 78B-CL 35A S 38,Bogota,Colombia",KR,78,B, ,CL,35,A,S,KENNEDY,12/31/1899 04:35:00 PM,Tramo de Via,Normal,0,1,ARRANCAR SIN PRECAUCION, 
Choque,Vehiculo, , , , ,0,0,CL 46-KR 21 02,",Bogota,Colombia","CL 46-KR 21 02,Bogota,Colombia",CL,46, , ,KR,21, , ,RAFAEL URIBE URIBE,12/31/1899 07:20:00 PM,Tramo de Via,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 7-CL 116 02,",Bogota,Colombia","KR 7-CL 116 02,Bogota,Colombia",KR,7, , ,CL,116, , ,USAQUEN,12/31/1899 11:30:00 AM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG, 
Choque,Vehiculo, , , , ,0,0,AK 45-CL 106 02,",Bogota,Colombia","AK 45-CL 106 02,Bogota,Colombia",AK,45, , ,CL,106, , ,USAQUEN,12/31/1899 07:40:00 PM,Tramo de Via,Normal,0,0, ,NO RESPETAR PRELACIÓN
Choque,Vehiculo, , , , ,0,0,AK 45-CL 118 63,",Bogota,Colombia","AK 45-CL 118 63,Bogota,Colombia",AK,45, , ,CL,118, , ,USAQUEN,12/31/1899 01:40:00 AM,Tramo de Via,Normal,0,3,EXCESO DE VELOCIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 14 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 14 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,14, , ,FONTIBON,12/31/1899 03:00:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 52A-TR 93 02,",Bogota,Colombia","CL 52A-TR 93 02,Bogota,Colombia",CL,52,A, ,TR,93, , ,ENGATIVA,12/31/1899 06:15:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 8-CL 0 ES 29,",Bogota,Colombia","KR 8-CL 0 ES 29,Bogota,Colombia",KR,8, ,E,CL,0, ,S,SAN CRISTOBAL,12/31/1899 12:00:00 PM,Lote o predio,Normal,0,0, ,REVERSO IMPRUDENTE
Choque,Vehiculo, , , , ,0,0,CL 65BIS-KR 77M 02,",Bogota,Colombia","CL 65BIS-KR 77M 02,Bogota,Colombia",CL,65, , ,KR,77,M, ,BOSA,12/31/1899 04:35:00 AM,Interseccion,Normal,0,0, ,OTRA
Choque,Vehiculo, , , , ,0,0,CL 63-KR 68 02,",Bogota,Colombia","CL 63-KR 68 02,Bogota,Colombia",CL,63, , ,KR,68, , ,BARRIOS UNIDOS,12/31/1899 10:30:00 AM,Glorieta,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,DG 23BIS-KR 19A 02,",Bogota,Colombia","DG 23BIS-KR 19A 02,Bogota,Colombia",DG,23, , ,KR,19,A, ,LOS MARTIRES,12/31/1899 02:45:00 PM,Tramo de Via,Normal,0,5,DESOBEDECER SEÑALES,OTRA
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 45 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 45 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE VILLAVICENCIO, , ,KR,45, , ,CIUDAD BOLIVAR,12/31/1899 05:30:00 PM,Tramo de Via,Normal,0,2, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 60-CL 55 02,",Bogota,Colombia","KR 60-CL 55 02,Bogota,Colombia",KR,60, , ,CL,55, , ,TEUSAQUILLO,12/31/1899 11:35:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Atropello, , , , , ,0,0,KR 104-CL 148 02,",Bogota,Colombia","KR 104-CL 148 02,Bogota,Colombia",KR,104, , ,CL,148, , ,SUBA,12/31/1899 02:50:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,KR 80-CL 63 S 02,",Bogota,Colombia","KR 80-CL 63 S 02,Bogota,Colombia",KR,80, , ,CL,63, ,S,BOSA,12/31/1899 04:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR EN ZONA PROHIBIDA
Choque,Vehiculo, , , , ,0,0,CL 116-KR 59 02,",Bogota,Colombia","CL 116-KR 59 02,Bogota,Colombia",CL,116, , ,KR,59, , ,SUBA,12/31/1899 02:40:00 PM,Interseccion,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AK 68-CL 65 02,",Bogota,Colombia","AK 68-CL 65 02,Bogota,Colombia",AK,68, , ,CL,65, , ,BARRIOS UNIDOS,12/31/1899 04:25:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 75 13,",Bogota,Colombia","AV AVENIDA BOYACA-CL 75 13,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,75, , ,ENGATIVA,12/31/1899 08:14:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 61-KR 19 S 02,",Bogota,Colombia","CL 61-KR 19 S 02,Bogota,Colombia",CL,61, ,S,KR,19, , ,CIUDAD BOLIVAR,12/31/1899 08:00:00 AM,Tramo de Via,Normal,0,1, ,CIRCULAR POR CALZADAS DESTINADAS A BUSES Y BUSETAS
